ship_id,ship_type,capacity_ton,speed_knots,fuel_consumption_td,operating_cost_usd_d,origin_port,destination_port,distance_nm,travel_time_days,loading_time_days,unloading_time_days,total_time_days,fuel_cost_usd,port_cost_usd,total_cost_usd,revenue_usd,profit_usd,maintenance_due,utilization_rate,fuel_efficiency
SHIP_498,Graneleiro,26047.43,21.06,54.27,5406.6,Belém,Paranaguá,2458.75,116.76,1.02,2.52,120.3,4118473.49,45732.18,4814622.15,6129668.63,1315046.48,False,0.9453406640659584,24232.38
SHIP_499,Granelheiro,16289.31,20.1,92.71,16777.85,Rio de Janeiro,Itajaí,1718.52,85.51,2.89,1.11,89.52,5153093.7,47239.94,6702255.23,7507886.13,805630.9,False,0.91165433180038,8689.87
SHIP_500,Granelheiro,16822.44,19.72,45.95,19282.16,Fortaleza,Itajaí,2559.11,129.76,2.42,2.18,134.35,3875181.02,42823.67,6508551.55,8180642.81,1672091.26,False,0.6540822904966817,36392.29
SHIP_501,Container,24780.33,20.1,40.7,9746.86,Paranaguá,Salvador,717.42,35.68,1.61,2.93,40.22,944105.44,47788.3,1383949.39,1707726.17,323776.78,False,0.7215172586467742,7954.54
SHIP_502,Graneleiro,40738.21,21.25,95.01,15195.57,Paranaguá,Manaus,1925.45,90.6,2.22,2.88,95.71,5595232.56,41528.04,7091060.75,7868357.98,777297.23,True,0.7574802859941008,8181.11
SHIP_503,Container,36180.9,22.33,99.63,9312.67,Salvador,Fortaleza,1845.55,82.64,2.07,1.81,86.52,5352117.86,16766.48,6174624.91,9206258.45,3031633.55,False,0.6202093778134625,30427.79
SHIP_504,Gaseiro,43025.55,15.59,41.73,6556.35,Santos,Itajaí,1238.56,79.44,1.18,2.34,82.96,2155011.61,15333.07,2714259.43,3910537.71,1196278.28,False,0.6596618790535747,28664.95
SHIP_505,Graneleiro,22303.21,18.47,54.54,16726.7,Santos,Itajaí,1710.43,92.61,2.59,2.15,97.35,3283322.76,23682.78,4935333.67,7027873.18,2092539.51,False,0.6656265599916431,38363.85
SHIP_506,Petroleiro,38776.93,17.36,31.48,7781.13,Paranaguá,Fortaleza,955.16,55.02,2.03,2.69,59.74,1125962.01,13184.2,1603960.28,2217928.24,613967.97,False,0.9053819831402767,19501.21
SHIP_507,Graneleiro,15986.64,19.5,94.07,14899.9,Salvador,Santos,1471.92,75.48,1.26,1.52,78.27,4615006.78,33248.62,5814421.13,8066155.6,2251734.47,False,0.9383569796372877,23937.77
SHIP_508,Petroleiro,48116.22,17.48,47.84,18433.34,Santos,Fortaleza,2916.56,166.89,1.89,1.64,170.42,5189943.28,31043.76,8362304.84,11499069.62,3136764.79,False,0.6418358043414772,65562.13
SHIP_509,Granelheiro,15364.37,16.06,85.74,7084.53,Paranaguá,Belém,2368.24,147.42,1.1,2.9,151.42,8216131.2,38446.4,9327298.96,10285386.24,958087.27,False,0.7799286722681649,11174.31
SHIP_510,Granelheiro,40071.43,20.22,71.28,16794.97,Salvador,Fortaleza,1512.77,74.8,1.01,2.7,78.5,3465598.61,25235.61,4809281.19,6244452.89,1435171.7,False,0.6224331488626614,20133.72
SHIP_511,Petroleiro,31826.42,22.4,36.88,17624.33,Manaus,Rio de Janeiro,575.88,25.71,2.69,1.92,30.32,616374.26,18703.52,1169486.62,1349015.99,179529.36,False,0.6416574565725993,4868.25
SHIP_512,Graneleiro,8101.75,19.84,37.61,8809.77,Recife,Manaus,2694.23,135.83,1.18,2.43,139.44,3320290.15,20845.69,4569557.88,6416259.19,1846701.31,False,0.8464110084070798,49104.99
SHIP_513,Petroleiro,14785.38,18.67,51.27,19646.85,Rio Grande,Itajaí,2886.67,154.64,2.6,1.48,158.73,5153856.61,12721.49,8285031.83,10163759.37,1878727.53,False,0.6937273660829217,36641.37
SHIP_514,Graneleiro,24450.4,15.91,79.73,5188.95,Itajaí,Recife,2111.21,132.66,1.37,1.46,135.49,6874709.74,35425.28,7613170.27,11398266.37,3785096.1,False,0.743213905610471,47474.96
SHIP_515,Granelheiro,19822.07,21.93,81.3,9561.42,Santos,Rio Grande,2529.07,115.3,1.59,1.89,118.79,6093250.08,39080.74,7268085.88,10009375.97,2741290.08,False,0.618401039233851,33718.36
SHIP_516,Gaseiro,9698.69,20.69,62.52,11869.45,Rio Grande,Manaus,1491.97,72.11,1.86,2.14,76.11,2930386.36,10083.06,3843882.14,4629123.87,785241.73,False,0.8027596909759613,12560.18
SHIP_517,Gaseiro,45005.03,20.69,70.54,12781.22,Rio de Janeiro,Fortaleza,627.91,30.34,1.47,1.98,33.79,1391267.78,22409.41,1845604.48,2164350.41,318745.93,False,0.8283665844275312,4518.8
SHIP_518,Petroleiro,7372.39,19.46,64.32,9469.32,Itajaí,Fortaleza,1637.69,84.15,1.33,1.61,87.08,3518024.8,34844.25,4377502.0,5343704.34,966202.34,False,0.8199424351743464,15022.19
SHIP_519,Granelheiro,24739.21,15.39,59.96,16471.64,Itajaí,Rio de Janeiro,1163.89,75.64,2.61,1.5,79.76,2948128.38,42949.86,4304786.48,4882089.93,577303.45,False,0.7522551080190781,9627.52
SHIP_520,Container,18169.48,20.45,30.67,15374.65,Fortaleza,Santos,2487.53,121.61,1.33,1.21,124.15,2424699.34,15820.62,4349274.24,6310148.99,1960874.75,False,0.8334273961450259,63927.73
SHIP_521,Gaseiro,17021.48,24.11,54.85,6936.29,Rio Grande,Itajaí,2355.75,97.72,2.29,1.63,101.64,3484268.11,34860.75,4224130.65,5018033.97,793903.32,True,0.6474815135061321,14473.09
SHIP_522,Graneleiro,16702.16,18.85,95.44,14155.64,Fortaleza,Salvador,2587.43,137.26,2.42,1.23,140.91,8514950.91,39436.82,10549001.18,12764708.67,2215707.49,False,0.7528652362464763,23216.05
SHIP_523,Gaseiro,25880.02,22.89,68.23,14813.31,Paranaguá,Belém,2995.5,130.86,1.15,1.45,133.46,5803675.16,26315.84,7806907.42,9673640.17,1866732.75,False,0.6228468651482624,27358.84
SHIP_524,Graneleiro,41982.77,21.46,71.79,6925.25,Salvador,Rio Grande,2125.47,99.03,2.96,2.82,104.82,4620867.57,27565.23,5374320.35,5997629.66,623309.32,False,0.6339563763829813,8682.72
SHIP_525,Gaseiro,7890.74,20.93,86.0,17874.96,Santos,Belém,1659.06,79.28,2.57,2.89,84.74,4431806.1,21006.8,5967548.62,7514242.57,1546693.95,False,0.623119357737756,17984.22
SHIP_526,Granelheiro,48765.57,18.6,58.23,10329.26,Itajaí,Recife,2206.28,118.61,2.32,2.43,123.37,4489408.76,20725.73,5784439.31,7093269.31,1308830.0,False,0.8294284901461394,22477.14
SHIP_527,Container,6790.87,20.98,89.58,18362.48,Itajaí,Rio de Janeiro,1622.59,77.35,1.92,1.15,80.42,4503743.8,36830.6,6017364.46,8595827.81,2578463.35,False,0.8004661865342804,28785.31
SHIP_528,Granelheiro,11175.22,24.38,48.15,11692.24,Paranaguá,Santos,2179.15,89.4,1.67,1.51,92.57,2798098.62,35241.98,3915708.11,4346411.07,430702.96,False,0.7799081794567784,8944.21
SHIP_529,Granelheiro,32258.92,21.32,62.16,13738.01,Recife,Rio de Janeiro,2209.47,103.64,2.51,2.45,108.6,4187721.73,44784.66,5724463.11,6730694.19,1006231.09,False,0.6199508356431769,16186.71
SHIP_530,Container,31450.93,23.4,21.4,5735.07,Itajaí,Manaus,1931.93,82.55,2.64,1.65,86.84,1148243.98,23984.58,1670268.39,2235718.71,565450.32,False,0.9382956214943001,26423.09
SHIP_531,Gaseiro,24833.26,17.6,87.07,15734.31,Manaus,Santos,2217.35,125.96,2.79,2.38,131.12,7128769.27,21351.92,9213238.81,12691653.5,3478414.69,False,0.8366685112247887,39948.73
SHIP_532,Gaseiro,43637.0,24.63,70.27,7761.52,Recife,Fortaleza,764.13,31.03,2.63,2.16,35.81,1417154.39,34731.4,1729831.84,2443534.23,713702.39,False,0.8920603884996338,10156.9
SHIP_533,Container,7529.63,22.48,88.07,9292.03,Belém,Manaus,2101.12,93.49,1.63,2.92,98.03,5351547.34,11336.94,6273784.46,8356161.04,2082376.58,True,0.8492770718120055,23645.04
SHIP_534,Graneleiro,12915.06,17.35,59.55,18722.52,Santos,Itajaí,1029.29,59.31,1.29,2.52,63.12,2295796.08,30024.78,3507552.32,5137561.14,1630008.83,False,0.8638020617967453,27372.26
SHIP_535,Petroleiro,16402.07,23.95,65.91,10261.66,Fortaleza,Salvador,2581.73,107.79,1.99,2.82,112.6,4618334.23,47120.57,5820953.87,6788210.49,967256.62,False,0.7022871348587857,14674.45
SHIP_536,Petroleiro,18266.78,18.55,65.17,8784.84,Paranaguá,Salvador,2788.22,150.35,1.53,2.79,154.67,6368457.58,14139.0,7741332.48,10548533.79,2807201.32,False,0.6780802170851412,43076.69
SHIP_537,Graneleiro,29555.09,21.84,35.22,12813.29,Salvador,Paranaguá,1672.65,76.59,1.14,2.64,80.37,1753227.03,23427.3,2806407.85,3732053.43,925645.58,False,0.7480302403095451,26283.13
SHIP_538,Graneleiro,40801.03,16.41,30.43,14651.43,Fortaleza,Santos,992.96,60.5,1.2,1.33,63.02,1196392.18,46949.26,2166734.42,3095371.88,928637.46,False,0.6436152721161936,30521.55
SHIP_539,Granelheiro,21465.47,17.29,37.46,5820.4,Manaus,Salvador,544.18,31.47,1.21,1.34,34.02,766258.38,27239.35,991485.38,1293103.27,301617.89,False,0.7486741695334651,8050.82
SHIP_540,Gaseiro,20378.7,16.83,20.55,12005.27,Rio de Janeiro,Recife,2214.13,131.53,1.45,1.26,134.24,1756616.03,45481.71,3413703.52,4130615.09,716911.57,False,0.87324475646007,34890.86
SHIP_541,Granelheiro,45958.83,18.83,70.45,11452.14,Paranaguá,Rio Grande,1594.41,84.68,1.62,2.52,88.83,3877825.54,47447.06,4942526.87,7296654.12,2354127.25,False,0.9334920362097046,33415.18
SHIP_542,Graneleiro,15769.95,21.24,57.93,18135.28,Recife,Santos,1178.58,55.49,1.01,1.33,57.82,2089142.06,23980.91,3161670.79,3877120.38,715449.59,False,0.6098425271972733,12351.07
SHIP_543,Graneleiro,21889.46,21.27,31.69,17345.05,Recife,Fortaleza,1087.58,51.14,2.3,1.81,55.25,1053289.63,33841.74,2045496.15,2337961.64,292465.49,False,0.8028588545944358,9229.61
SHIP_544,Granelheiro,46067.23,16.77,20.56,17082.44,Recife,Paranaguá,691.99,41.25,1.83,2.36,45.44,551422.21,19471.9,1347121.28,1527076.51,179955.23,False,0.8782885988843536,8751.23
SHIP_545,Graneleiro,11108.56,24.77,97.15,7455.93,Rio Grande,Itajaí,1248.56,50.4,1.2,1.54,53.14,3182395.9,42638.23,3621249.03,4531363.95,910114.91,False,0.6323849940283517,9368.31
SHIP_546,Container,22974.45,19.19,61.16,15634.46,Salvador,Fortaleza,2765.25,144.1,1.28,1.11,146.49,5729170.44,10741.25,8030174.44,9294513.77,1264339.33,False,0.6421323523269368,20670.98
SHIP_547,Graneleiro,31134.59,24.29,59.74,17644.18,Salvador,Belém,1614.72,66.48,2.42,2.46,71.36,2581581.47,16958.55,3857699.18,4800854.26,943155.08,False,0.6247438128645282,15787.8
SHIP_548,Petroleiro,21269.31,20.35,99.7,12118.0,Itajaí,Fortaleza,2540.14,124.83,1.86,2.59,129.29,8089766.53,33816.59,9690342.99,14095942.86,4405599.87,False,0.8115065469375176,44189.47
SHIP_549,Petroleiro,33350.84,19.17,31.54,6403.39,Rio Grande,Paranaguá,541.68,28.25,2.75,1.47,32.47,579263.85,18460.27,805648.42,1123407.57,317759.15,False,0.7771156423441428,10073.21
SHIP_550,Gaseiro,12313.0,24.6,88.13,17956.84,Salvador,Paranaguá,1516.93,61.67,2.52,1.29,65.48,3532616.69,10344.76,4718826.76,5228408.96,509582.2,False,0.7523524534656719,5782.39
SHIP_551,Container,28631.93,17.0,80.04,16196.3,Belém,Itajaí,863.79,50.82,2.76,1.54,55.12,2644206.26,49290.24,3586184.61,4494067.43,907882.82,False,0.6737670848004671,11342.36
SHIP_552,Container,15652.42,21.28,86.4,11234.42,Manaus,Santos,1145.75,53.84,2.73,2.34,58.91,3023536.66,27923.42,3713318.61,4809342.02,1096023.41,False,0.9191047469195714,12686.17
SHIP_553,Gaseiro,36593.72,20.07,55.32,6960.09,Paranaguá,Belém,1227.5,61.15,2.74,2.81,66.7,2198807.69,10029.91,2673046.4,3575612.69,902566.3,False,0.7723284670454371,16315.28
SHIP_554,Petroleiro,13654.21,19.64,39.67,18722.63,Rio Grande,Paranaguá,1338.52,68.15,2.9,2.07,73.13,1757205.93,35261.78,3161568.59,4164342.83,1002774.24,False,0.7597780993695364,25280.77
SHIP_555,Graneleiro,11724.63,24.3,56.7,7724.47,Manaus,Rio de Janeiro,1255.99,51.69,1.1,1.94,54.73,1904847.03,44125.13,2371704.52,3494545.77,1122841.25,False,0.7466232686775215,19804.45
SHIP_556,Petroleiro,28277.25,15.84,98.77,14996.11,Itajaí,Belém,1213.51,76.6,2.17,1.22,79.99,4917574.89,48633.47,6165758.72,7213407.42,1047648.7,True,0.937570878758349,10607.37
SHIP_557,Petroleiro,18024.64,19.8,97.83,5073.03,Rio Grande,Paranaguá,1531.7,77.37,1.2,2.02,80.59,4919987.24,10986.8,5339820.61,6742908.52,1403087.91,False,0.7362864228834056,14342.46
SHIP_558,Gaseiro,37967.57,21.85,36.97,8584.97,Rio Grande,Paranaguá,1203.21,55.07,1.82,1.47,58.36,1323325.89,10786.06,1835171.0,2664222.76,829051.75,False,0.8458418780531707,22427.11
SHIP_559,Graneleiro,18475.6,17.69,99.84,17872.08,Paranaguá,Rio de Janeiro,1519.84,85.92,2.96,2.3,91.18,5575920.2,39680.9,7245234.22,8061085.39,815851.17,False,0.8178914466617986,8171.73
SHIP_560,Graneleiro,18901.3,18.69,81.58,17164.03,Fortaleza,Salvador,1500.89,80.32,2.89,1.81,85.02,4258856.72,40873.44,5759077.04,7449659.32,1690582.28,False,0.8353218936750026,20723.38
SHIP_561,Petroleiro,36013.16,18.41,37.25,17205.65,Itajaí,Recife,1042.76,56.63,2.08,2.94,61.65,1371022.17,15914.1,2447611.24,3613532.1,1165920.86,False,0.6174510512397074,31300.91
SHIP_562,Granelheiro,11745.92,20.38,66.06,14677.25,Salvador,Santos,542.42,26.62,2.92,1.09,30.63,1143134.43,15722.48,1608433.28,1778293.17,169859.89,False,0.9262934093723403,2571.16
SHIP_563,Petroleiro,34967.62,23.23,21.06,13130.23,Manaus,Salvador,1648.91,70.99,2.0,1.14,74.13,971928.48,37377.41,1982710.73,2580078.01,597367.28,False,0.6735671890515962,28361.66
SHIP_564,Gaseiro,19554.93,23.19,62.92,17899.11,Itajaí,Paranaguá,1032.59,44.52,2.22,1.17,47.91,1820953.27,35722.44,2714149.64,3813417.2,1099267.56,False,0.8193915165452734,17470.31
SHIP_565,Gaseiro,16393.95,23.04,85.43,19684.21,Manaus,Rio Grande,1754.67,76.17,1.91,2.51,80.58,4229353.13,15298.83,5830898.48,7689591.87,1858693.38,False,0.6313155929836355,21757.99
SHIP_566,Petroleiro,23809.28,23.53,88.49,6488.56,Fortaleza,Santos,726.8,30.88,1.53,2.75,35.16,1776480.88,15156.1,2019771.72,2803440.57,783668.85,False,0.8180982488117389,8855.79
SHIP_567,Gaseiro,21023.03,22.89,38.7,14588.03,Rio Grande,Salvador,1089.21,47.59,2.43,2.75,52.76,1196882.58,15072.07,1981631.23,2866703.59,885072.36,False,0.61557816374666,22872.9
SHIP_568,Petroleiro,18011.15,19.51,29.36,11799.01,Recife,Salvador,2632.94,134.93,2.16,1.16,138.25,2574954.06,17666.85,4223882.82,5448038.99,1224156.17,False,0.7255544568411345,41696.62
SHIP_569,Granelheiro,28817.04,20.84,83.75,10114.5,Santos,Paranaguá,2513.67,120.59,1.68,1.11,123.38,6564775.92,32167.51,7844895.88,10474198.47,2629302.6,False,0.7721748084136952,31395.06
SHIP_570,Granelheiro,30774.76,17.38,83.52,12297.24,Belém,Santos,1335.11,76.8,1.21,1.48,79.5,4169360.42,47971.25,5194905.92,6348382.18,1153476.26,False,0.659688317114379,13811.37
SHIP_571,Container,25130.77,17.1,75.17,18159.65,Salvador,Fortaleza,1225.9,71.67,1.16,1.6,74.43,3501727.93,36894.47,4890282.55,6022402.77,1132120.22,False,0.6645523167044927,15061.47
SHIP_572,Graneleiro,27388.24,17.76,78.48,6149.34,Paranaguá,Fortaleza,2160.08,121.63,1.48,1.98,125.08,6204643.59,21443.6,6995267.38,9717178.18,2721910.8,False,0.9209768728144345,34682.49
SHIP_573,Gaseiro,31254.18,19.63,85.46,15249.9,Rio de Janeiro,Belém,958.91,48.86,2.64,1.86,53.36,2714192.72,17559.43,3545464.18,4299651.56,754187.38,False,0.6624819262454095,8824.62
SHIP_574,Container,27186.36,15.82,35.68,19156.5,Fortaleza,Itajaí,2941.22,185.93,1.75,2.85,190.52,4311788.52,31792.99,7993361.62,9655157.41,1661795.79,False,0.7727402808563085,46577.06
SHIP_575,Container,25410.78,15.38,78.29,12921.02,Salvador,Fortaleza,1005.2,65.36,1.22,1.77,68.34,3325892.85,43486.48,4252435.42,6149522.66,1897087.24,False,0.8546377495305499,24231.24
SHIP_576,Granelheiro,10182.01,20.88,73.36,8010.69,Rio de Janeiro,Paranaguá,2700.39,129.32,1.39,1.63,132.34,6166314.95,34822.27,7261256.36,9841471.39,2580215.02,False,0.9266175209671563,35173.28
SHIP_577,Petroleiro,33683.11,23.02,57.31,10424.99,Rio de Janeiro,Rio Grande,771.0,33.5,2.75,2.57,38.81,1247745.32,16724.72,1669099.14,2178014.52,508915.38,False,0.8187820434402849,8880.05
SHIP_578,Container,47578.41,20.8,63.22,5754.84,Itajaí,Recife,657.27,31.6,1.37,1.06,34.04,1298605.37,39734.12,1534249.13,2131581.59,597332.47,False,0.8329776752190858,9448.86
SHIP_579,Granelheiro,27206.6,24.23,21.27,15948.85,Paranaguá,Salvador,2721.87,112.33,1.12,1.9,115.35,1552834.63,18188.78,3410723.06,4524689.99,1113966.93,False,0.6497634817355731,52377.24
SHIP_580,Petroleiro,7377.17,21.26,24.36,17546.6,Recife,Manaus,1779.85,83.72,2.05,2.12,87.9,1325731.64,16832.55,2884937.13,3401560.49,516623.35,True,0.8530699939111154,21207.21
SHIP_581,Granelheiro,27848.85,19.99,28.81,10842.74,Salvador,Itajaí,1102.66,55.16,1.03,1.72,57.91,1032958.84,13592.89,1674446.33,2013910.21,339463.88,False,0.8441010660330173,11782.28
SHIP_582,Petroleiro,33926.3,22.83,95.0,15378.91,Belém,Manaus,889.63,38.97,1.49,2.68,43.14,2406475.26,18372.24,3088342.15,3486765.85,398423.71,False,0.7408842244215497,4194.0
SHIP_583,Petroleiro,46401.8,21.5,27.23,19217.85,Rio de Janeiro,Belém,1146.39,53.31,1.67,1.8,56.79,943758.14,12048.97,2047250.86,2658572.6,611321.74,False,0.7403396143409231,22447.4
SHIP_584,Petroleiro,20781.94,22.73,84.25,7301.19,Manaus,Recife,1416.38,62.32,1.75,1.3,65.37,3412811.62,41938.14,3932007.33,5437538.85,1505531.52,False,0.8832793405529309,17869.04
SHIP_585,Graneleiro,22067.75,15.47,34.12,19338.55,Itajaí,Paranaguá,676.01,43.69,1.71,2.01,47.41,968864.21,29731.23,1915401.47,2109975.57,194574.1,False,0.7343203602920931,5703.45
SHIP_586,Granelheiro,48743.57,16.59,48.33,11292.22,Manaus,Itajaí,1476.73,89.0,2.33,1.43,92.77,2796181.38,18842.86,3862577.11,5375488.23,1512911.12,True,0.8649243957944548,31302.26
SHIP_587,Granelheiro,32302.23,16.67,83.79,15801.67,Rio de Janeiro,Manaus,715.34,42.92,1.93,1.35,46.19,2337525.77,23499.08,3090948.75,3422398.72,331449.97,False,0.7360208309624859,3955.55
SHIP_588,Graneleiro,6674.98,24.18,73.85,19861.23,Belém,Santos,2707.06,111.97,1.95,2.04,115.96,5374900.23,17623.04,7695597.26,9887424.47,2191827.21,False,0.7753068120613597,29679.89
SHIP_589,Granelheiro,49163.96,15.97,44.25,14573.37,Santos,Fortaleza,1375.02,86.08,2.86,1.13,90.07,2475602.34,31976.47,3820168.42,5105068.73,1284900.31,False,0.8712786301186917,29040.41
SHIP_590,Gaseiro,32987.15,21.07,87.96,13118.06,Recife,Belém,2509.65,119.12,2.02,1.12,122.26,6810483.61,25357.88,8439713.63,10784066.76,2344353.13,False,0.9037031034817823,26653.22
SHIP_591,Graneleiro,24445.23,24.67,56.18,7141.78,Belém,Fortaleza,1473.59,59.74,2.9,1.64,64.28,2181484.34,44723.93,2685315.64,3900421.7,1215106.06,False,0.6291401803177212,21629.88
SHIP_592,Gaseiro,37605.11,18.12,82.63,11639.82,Belém,Santos,1713.17,94.57,2.56,1.76,98.89,5079604.82,27725.09,6258410.97,7825993.89,1567582.92,False,0.7270030359482862,18970.22
SHIP_593,Container,32049.1,23.49,91.09,12257.75,Santos,Rio Grande,2321.06,98.83,1.63,1.68,102.14,5851483.41,17778.54,7121320.36,9434177.4,2312857.04,False,0.8267020190472142,25390.52
SHIP_594,Container,6318.47,21.18,60.76,13186.25,Fortaleza,Rio de Janeiro,1398.56,66.03,1.16,1.39,68.58,2607774.87,48029.79,3560097.6,4498111.49,938013.89,False,0.9050209896150858,15437.84
SHIP_595,Container,15686.87,24.79,50.91,9008.88,Itajaí,Rio Grande,1553.78,62.68,1.19,1.25,65.12,2074141.08,26577.36,2687375.38,3775702.77,1088327.39,False,0.8326862967506947,21377.71
SHIP_596,Petroleiro,9734.88,21.72,70.83,17086.46,Santos,Fortaleza,2563.12,118.01,2.74,1.83,122.57,5433278.99,37914.58,7565498.56,9133827.5,1568328.94,False,0.6025752403688951,22140.83
SHIP_597,Graneleiro,28319.26,15.38,65.54,18811.56,Manaus,Belém,2921.05,189.98,2.08,1.92,193.98,8093283.48,47800.68,11790166.61,16145972.13,4355805.52,False,0.8969687734768088,66461.87
SHIP_598,Container,45770.86,20.42,70.35,8853.71,Rio de Janeiro,Manaus,2502.01,122.55,2.26,2.01,126.82,5604282.05,12404.34,6739538.57,9882684.03,3143145.46,False,0.6674418831425387,44676.21
SHIP_599,Petroleiro,32287.38,21.77,62.06,15771.53,Salvador,Fortaleza,1953.63,89.72,2.9,1.11,93.72,3619337.28,14249.83,5111751.48,5978033.13,866281.65,False,0.6097443679419052,13958.41
SHIP_600,Granelheiro,16099.54,19.6,70.28,13358.78,Paranaguá,Recife,2356.59,120.26,1.56,2.13,123.95,5493642.11,13525.69,7162951.65,9064473.27,1901521.62,False,0.8218139305166177,27056.25
SHIP_601,Gaseiro,11322.83,19.43,64.92,17735.66,Santos,Belém,1609.11,82.82,2.84,1.88,87.54,3494491.2,31951.19,5078956.22,7204571.89,2125615.67,False,0.9360763253339885,32744.56
SHIP_602,Container,34715.11,20.23,21.89,11205.99,Santos,Rio Grande,1248.12,61.71,2.5,1.42,65.62,877869.36,18208.8,1631394.96,1918206.62,286811.66,False,0.6697049141589735,13103.99
SHIP_603,Petroleiro,24115.74,18.86,93.23,16429.02,Belém,Fortaleza,1762.79,93.49,2.98,1.93,98.4,5665602.1,12329.51,7294490.0,8789201.97,1494711.97,False,0.6360167809197002,16031.95
SHIP_604,Container,37855.86,18.87,82.75,12393.44,Rio de Janeiro,Salvador,952.19,50.45,2.47,1.5,54.43,2713861.27,29632.41,3418038.57,3863112.68,445074.11,False,0.7967506638396546,5378.38
SHIP_605,Gaseiro,29871.68,16.15,30.09,12943.0,Salvador,Itajaí,1172.15,72.59,1.04,2.45,76.08,1419814.65,11299.46,2415798.94,3232606.5,816807.56,False,0.949813762970903,27144.57
SHIP_606,Gaseiro,33006.92,19.31,43.05,14058.81,Belém,Manaus,623.98,32.31,1.19,1.07,34.57,904299.22,29966.79,1420269.13,1903505.26,483236.13,False,0.8524285636246207,11224.17
SHIP_607,Granelheiro,15367.78,21.85,98.55,15366.59,Salvador,Paranaguá,2707.98,123.92,2.9,1.97,128.79,7938385.49,38093.0,9955596.77,14343901.38,4388304.62,False,0.6246925222984631,44527.91
SHIP_608,Graneleiro,47031.48,22.66,72.64,17358.45,Rio de Janeiro,Fortaleza,2118.8,93.49,2.94,2.43,98.86,4413954.66,46986.34,6176914.69,8072317.99,1895403.3,False,0.8623649995357207,26094.55
SHIP_609,Gaseiro,37740.34,21.3,48.78,11087.18,Salvador,Santos,2926.1,137.38,1.22,1.54,140.15,4356304.85,29696.07,5939818.71,8521809.63,2581990.93,False,0.6969341163436135,52927.92
SHIP_610,Gaseiro,7960.92,22.06,39.06,10830.12,Manaus,Santos,1609.25,72.95,2.78,1.82,77.55,1851959.13,15809.0,2707695.11,3546338.62,838643.51,False,0.6704113313011077,21472.43
SHIP_611,Petroleiro,8602.85,19.74,20.8,6271.49,Fortaleza,Paranaguá,2519.06,127.58,2.54,2.83,132.96,1724716.73,44180.62,2602730.68,3574252.55,971521.87,False,0.6723251147120968,46713.31
SHIP_612,Granelheiro,44334.91,15.3,27.27,17820.13,Manaus,Fortaleza,2076.39,135.67,2.49,1.42,139.58,2404850.25,31483.34,4923746.59,6868073.5,1944326.91,False,0.6741293524585259,71298.79
SHIP_613,Container,40664.29,16.87,25.33,19978.41,Belém,Salvador,562.04,33.32,2.67,1.73,37.72,548623.83,43664.62,1345857.72,1779019.6,433161.88,False,0.9241675452451192,17098.86
SHIP_614,Graneleiro,5409.42,15.75,40.03,15039.73,Recife,Fortaleza,2720.68,172.7,1.92,2.21,176.83,4493328.49,17539.99,7170347.98,10196139.71,3025791.72,False,0.7177378031910182,75590.56
SHIP_615,Gaseiro,28355.98,24.79,75.71,15079.64,Santos,Manaus,1101.7,44.44,2.49,2.5,49.42,2186769.97,22691.56,2954765.25,3821946.1,867180.85,False,0.6029734525125233,11454.13
SHIP_616,Graneleiro,39245.27,22.13,49.3,5794.04,Salvador,Itajaí,2387.33,107.88,2.91,1.48,112.27,3457119.57,22940.98,4130543.17,4847296.32,716753.15,False,0.6541944881266092,14537.75
SHIP_617,Container,21028.73,21.97,64.81,10796.94,Paranaguá,Fortaleza,1550.62,70.58,2.12,1.01,73.71,2973202.01,13140.39,3782235.34,5493709.04,1711473.7,False,0.9411694451971445,26407.85
SHIP_618,Granelheiro,42152.15,15.6,50.1,18883.75,Itajaí,Rio Grande,1757.61,112.67,2.32,2.83,117.82,3668869.47,44951.79,5938630.43,7724543.77,1785913.34,False,0.7436063026554317,35648.15
SHIP_619,Petroleiro,26181.54,15.49,35.28,16857.7,Santos,Belém,1634.9,105.54,1.6,1.77,108.91,2420474.56,44175.98,4300565.4,6019069.64,1718504.24,False,0.918171890013856,48703.58
SHIP_620,Petroleiro,6310.57,22.69,92.15,11695.32,Fortaleza,Rio de Janeiro,1876.73,82.71,2.89,1.42,87.02,4954131.57,30805.39,6002677.12,7742783.89,1740106.77,False,0.645172793690172,18882.85
SHIP_621,Container,29158.66,24.37,44.67,18043.12,Salvador,Rio Grande,2410.24,98.92,1.5,1.07,101.49,2872054.56,14073.89,4717281.83,6563614.49,1846332.66,False,0.8065597707774104,41334.41
SHIP_622,Container,24021.62,17.01,44.46,12867.51,Manaus,Recife,2129.67,125.21,2.56,2.53,130.3,3618135.41,48907.55,5343723.34,6489078.72,1145355.38,False,0.8425074496938283,25763.7
SHIP_623,Graneleiro,30014.19,22.0,52.96,7075.96,Santos,Paranaguá,2164.41,98.4,2.05,2.28,102.73,3387533.94,23519.95,4137979.15,6052815.06,1914835.91,False,0.6895553892842744,36155.3
SHIP_624,Gaseiro,23318.46,21.78,38.14,14029.72,Rio de Janeiro,Itajaí,2243.62,103.03,1.18,2.0,106.2,2554080.18,20523.2,4064615.11,5648817.32,1584202.2,False,0.8399994690886383,41537.88
SHIP_625,Graneleiro,43654.12,15.89,89.2,9809.3,Belém,Santos,945.83,59.53,1.48,1.84,62.85,3451650.83,20047.68,4088180.5,5021213.81,933033.31,False,0.8552954070542891,10460.06
