sale_id,customer_id,product_id,sale_date,quantity,amount,total_amount,sale_year,sale_month,sale_quarter
871,71,21,2023-02-06 06:00:00,1,100,100,2023,2,1
872,72,22,2023-02-06 07:00:00,2,200,400,2023,2,1
873,73,23,2023-02-06 08:00:00,3,150,450,2023,2,1
874,74,24,2023-02-06 09:00:00,1,300,300,2023,2,1
875,75,25,2023-02-06 10:00:00,2,250,500,2023,2,1
876,76,26,2023-02-06 11:00:00,1,100,100,2023,2,1
877,77,27,2023-02-06 12:00:00,2,200,400,2023,2,1
878,78,28,2023-02-06 13:00:00,3,150,450,2023,2,1
879,79,29,2023-02-06 14:00:00,1,300,300,2023,2,1
880,80,30,2023-02-06 15:00:00,2,250,500,2023,2,1
881,81,31,2023-02-06 16:00:00,1,100,100,2023,2,1
882,82,32,2023-02-06 17:00:00,2,200,400,2023,2,1
883,83,33,2023-02-06 18:00:00,3,150,450,2023,2,1
884,84,34,2023-02-06 19:00:00,1,300,300,2023,2,1
885,85,35,2023-02-06 20:00:00,2,250,500,2023,2,1
886,86,36,2023-02-06 21:00:00,1,100,100,2023,2,1
887,87,37,2023-02-06 22:00:00,2,200,400,2023,2,1
888,88,38,2023-02-06 23:00:00,3,150,450,2023,2,1
889,89,39,2023-02-07 00:00:00,1,300,300,2023,2,1
890,90,40,2023-02-07 01:00:00,2,250,500,2023,2,1
891,91,41,2023-02-07 02:00:00,1,100,100,2023,2,1
892,92,42,2023-02-07 03:00:00,2,200,400,2023,2,1
893,93,43,2023-02-07 04:00:00,3,150,450,2023,2,1
894,94,44,2023-02-07 05:00:00,1,300,300,2023,2,1
895,95,45,2023-02-07 06:00:00,2,250,500,2023,2,1
896,96,46,2023-02-07 07:00:00,1,100,100,2023,2,1
897,97,47,2023-02-07 08:00:00,2,200,400,2023,2,1
898,98,48,2023-02-07 09:00:00,3,150,450,2023,2,1
899,99,49,2023-02-07 10:00:00,1,300,300,2023,2,1
900,100,50,2023-02-07 11:00:00,2,250,500,2023,2,1
901,1,1,2023-02-07 12:00:00,1,100,100,2023,2,1
902,2,2,2023-02-07 13:00:00,2,200,400,2023,2,1
903,3,3,2023-02-07 14:00:00,3,150,450,2023,2,1
904,4,4,2023-02-07 15:00:00,1,300,300,2023,2,1
905,5,5,2023-02-07 16:00:00,2,250,500,2023,2,1
906,6,6,2023-02-07 17:00:00,1,100,100,2023,2,1
907,7,7,2023-02-07 18:00:00,2,200,400,2023,2,1
908,8,8,2023-02-07 19:00:00,3,150,450,2023,2,1
909,9,9,2023-02-07 20:00:00,1,300,300,2023,2,1
910,10,10,2023-02-07 21:00:00,2,250,500,2023,2,1
911,11,11,2023-02-07 22:00:00,1,100,100,2023,2,1
912,12,12,2023-02-07 23:00:00,2,200,400,2023,2,1
913,13,13,2023-02-08 00:00:00,3,150,450,2023,2,1
914,14,14,2023-02-08 01:00:00,1,300,300,2023,2,1
915,15,15,2023-02-08 02:00:00,2,250,500,2023,2,1
916,16,16,2023-02-08 03:00:00,1,100,100,2023,2,1
917,17,17,2023-02-08 04:00:00,2,200,400,2023,2,1
918,18,18,2023-02-08 05:00:00,3,150,450,2023,2,1
919,19,19,2023-02-08 06:00:00,1,300,300,2023,2,1
920,20,20,2023-02-08 07:00:00,2,250,500,2023,2,1
921,21,21,2023-02-08 08:00:00,1,100,100,2023,2,1
922,22,22,2023-02-08 09:00:00,2,200,400,2023,2,1
923,23,23,2023-02-08 10:00:00,3,150,450,2023,2,1
924,24,24,2023-02-08 11:00:00,1,300,300,2023,2,1
925,25,25,2023-02-08 12:00:00,2,250,500,2023,2,1
926,26,26,2023-02-08 13:00:00,1,100,100,2023,2,1
927,27,27,2023-02-08 14:00:00,2,200,400,2023,2,1
928,28,28,2023-02-08 15:00:00,3,150,450,2023,2,1
929,29,29,2023-02-08 16:00:00,1,300,300,2023,2,1
930,30,30,2023-02-08 17:00:00,2,250,500,2023,2,1
931,31,31,2023-02-08 18:00:00,1,100,100,2023,2,1
932,32,32,2023-02-08 19:00:00,2,200,400,2023,2,1
933,33,33,2023-02-08 20:00:00,3,150,450,2023,2,1
934,34,34,2023-02-08 21:00:00,1,300,300,2023,2,1
935,35,35,2023-02-08 22:00:00,2,250,500,2023,2,1
936,36,36,2023-02-08 23:00:00,1,100,100,2023,2,1
937,37,37,2023-02-09 00:00:00,2,200,400,2023,2,1
938,38,38,2023-02-09 01:00:00,3,150,450,2023,2,1
939,39,39,2023-02-09 02:00:00,1,300,300,2023,2,1
940,40,40,2023-02-09 03:00:00,2,250,500,2023,2,1
941,41,41,2023-02-09 04:00:00,1,100,100,2023,2,1
942,42,42,2023-02-09 05:00:00,2,200,400,2023,2,1
943,43,43,2023-02-09 06:00:00,3,150,450,2023,2,1
944,44,44,2023-02-09 07:00:00,1,300,300,2023,2,1
945,45,45,2023-02-09 08:00:00,2,250,500,2023,2,1
946,46,46,2023-02-09 09:00:00,1,100,100,2023,2,1
947,47,47,2023-02-09 10:00:00,2,200,400,2023,2,1
948,48,48,2023-02-09 11:00:00,3,150,450,2023,2,1
949,49,49,2023-02-09 12:00:00,1,300,300,2023,2,1
950,50,50,2023-02-09 13:00:00,2,250,500,2023,2,1
951,51,1,2023-02-09 14:00:00,1,100,100,2023,2,1
952,52,2,2023-02-09 15:00:00,2,200,400,2023,2,1
953,53,3,2023-02-09 16:00:00,3,150,450,2023,2,1
954,54,4,2023-02-09 17:00:00,1,300,300,2023,2,1
955,55,5,2023-02-09 18:00:00,2,250,500,2023,2,1
956,56,6,2023-02-09 19:00:00,1,100,100,2023,2,1
957,57,7,2023-02-09 20:00:00,2,200,400,2023,2,1
958,58,8,2023-02-09 21:00:00,3,150,450,2023,2,1
959,59,9,2023-02-09 22:00:00,1,300,300,2023,2,1
960,60,10,2023-02-09 23:00:00,2,250,500,2023,2,1
961,61,11,2023-02-10 00:00:00,1,100,100,2023,2,1
962,62,12,2023-02-10 01:00:00,2,200,400,2023,2,1
963,63,13,2023-02-10 02:00:00,3,150,450,2023,2,1
964,64,14,2023-02-10 03:00:00,1,300,300,2023,2,1
965,65,15,2023-02-10 04:00:00,2,250,500,2023,2,1
966,66,16,2023-02-10 05:00:00,1,100,100,2023,2,1
967,67,17,2023-02-10 06:00:00,2,200,400,2023,2,1
968,68,18,2023-02-10 07:00:00,3,150,450,2023,2,1
969,69,19,2023-02-10 08:00:00,1,300,300,2023,2,1
970,70,20,2023-02-10 09:00:00,2,250,500,2023,2,1
971,71,21,2023-02-10 10:00:00,1,100,100,2023,2,1
972,72,22,2023-02-10 11:00:00,2,200,400,2023,2,1
973,73,23,2023-02-10 12:00:00,3,150,450,2023,2,1
974,74,24,2023-02-10 13:00:00,1,300,300,2023,2,1
975,75,25,2023-02-10 14:00:00,2,250,500,2023,2,1
976,76,26,2023-02-10 15:00:00,1,100,100,2023,2,1
977,77,27,2023-02-10 16:00:00,2,200,400,2023,2,1
978,78,28,2023-02-10 17:00:00,3,150,450,2023,2,1
979,79,29,2023-02-10 18:00:00,1,300,300,2023,2,1
980,80,30,2023-02-10 19:00:00,2,250,500,2023,2,1
981,81,31,2023-02-10 20:00:00,1,100,100,2023,2,1
982,82,32,2023-02-10 21:00:00,2,200,400,2023,2,1
983,83,33,2023-02-10 22:00:00,3,150,450,2023,2,1
984,84,34,2023-02-10 23:00:00,1,300,300,2023,2,1
985,85,35,2023-02-11 00:00:00,2,250,500,2023,2,1
986,86,36,2023-02-11 01:00:00,1,100,100,2023,2,1
987,87,37,2023-02-11 02:00:00,2,200,400,2023,2,1
988,88,38,2023-02-11 03:00:00,3,150,450,2023,2,1
989,89,39,2023-02-11 04:00:00,1,300,300,2023,2,1
990,90,40,2023-02-11 05:00:00,2,250,500,2023,2,1
991,91,41,2023-02-11 06:00:00,1,100,100,2023,2,1
992,92,42,2023-02-11 07:00:00,2,200,400,2023,2,1
993,93,43,2023-02-11 08:00:00,3,150,450,2023,2,1
994,94,44,2023-02-11 09:00:00,1,300,300,2023,2,1
995,95,45,2023-02-11 10:00:00,2,250,500,2023,2,1
996,96,46,2023-02-11 11:00:00,1,100,100,2023,2,1
997,97,47,2023-02-11 12:00:00,2,200,400,2023,2,1
998,98,48,2023-02-11 13:00:00,3,150,450,2023,2,1
999,99,49,2023-02-11 14:00:00,1,300,300,2023,2,1
1000,100,50,2023-02-11 15:00:00,2,250,500,2023,2,1
